run_id,iteration,timestamp,objective_total,backend,progress_schema_version,objective_terms.infidelity,objective_terms.leakage,objective_terms.time_reg,objective_terms.grid_penalty,objective_terms.constraint_penalty,metrics.fidelity_subspace,metrics.leakage_avg,metrics.leakage_worst,best_so_far.objective_total,best_so_far.iteration,params_summary.max_amp,params_summary.max_detuning,params_summary.times.SQR,solver_stats.n_steps,solver_stats.dt,solver_stats.solver_time_sec
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,0,1772791188.8098972,0.6773454169539628,pulse,1,0.5984181526723895,0.07892726428157326,0.0,0.0,0.0,0.4015818473276105,0.7892726428157326,0.7892726428157326,0.6773454169539628,0,55751068.72059737,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,1,1772791188.8161922,0.6686018311505653,pulse,1,0.5893615708689313,0.07924024634961148,1.3932022500210316e-08,0.0,0.0,0.4106384291310687,0.7924024634961148,0.7924024634961148,0.6686018311505653,1,54515019.6808288,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,2,1772791188.8208017,0.6859196661790047,pulse,1,0.6073981391428731,0.0785215131041091,1.393202250021029e-08,0.0,0.0,0.39260186085712684,0.785215131041091,0.785215131041091,0.6686018311505653,1,56987117.76036594,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,3,1772791188.8272269,0.6575925070088977,pulse,1,0.5780916705296839,0.07950076681910133,6.966011250105151e-08,0.0,0.0,0.42190832947031603,0.7950076681910132,0.7950076681910132,0.6575925070088977,3,52987179.044151515,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,4,1772791188.8334732,0.6506926222032475,pulse,1,0.5710997524521819,0.07959274436286312,1.2538820250189273e-07,0.0,0.0,0.4289002475478181,0.7959274436286312,0.7959274436286312,0.6506926222032475,4,52042921.60129167,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,5,1772791188.8396254,0.6463965298481146,pulse,1,0.5667731010439206,0.07962326084351885,1.6796067500630911e-07,0.0,0.0,0.43322689895607935,0.7962326084351885,0.7962326084351885,0.6463965298481146,5,51459338.40747423,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,6,1772791188.8462896,0.6437303565009598,pulse,1,0.5640979436735358,0.07963221544989398,1.9737753001430064e-07,0.0,0.0,0.4359020563264641,0.7963221544989397,0.7963221544989397,0.6437303565009598,6,51098664.15843183,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,7,1772791188.8508878,0.6420783980436771,pulse,1,0.5624442832339085,0.07963389806538097,2.167443875410092e-07,0.0,0.0,0.43755571676609145,0.7963389806538097,0.7963389806538097,0.6420783980436771,7,50875755.21365678,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,8,1772791188.8572104,0.6410559653587276,pulse,1,0.5614222336121728,0.07963350257968717,2.2916686760157667e-07,0.0,0.0,0.4385777663878272,0.7963350257968717,0.7963350257968717,0.6410559653587276,8,50737989.90938943,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,9,1772791188.863568,0.6404238119703163,pulse,1,0.5607908794226981,0.07963269553016536,2.370174527752874e-07,0.0,0.0,0.4392091205773019,0.7963269553016535,0.7963269553016535,0.6404238119703163,9,50652846.26888174,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,10,1772791188.8697386,0.6400325886773676,pulse,1,0.560400366528862,0.07963198021301733,2.419354882055686e-07,0.0,0.0,0.43959963347113795,0.7963198021301733,0.7963198021301733,0.6400325886773676,10,50600224.605122074,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,11,1772791188.8744676,0.6397910416975156,pulse,1,0.5601593381581048,0.07963145853915883,2.45000251871702e-07,0.0,0.0,0.4398406618418952,0.7963145853915883,0.7963145853915883,0.6397910416975156,11,50567702.62837404,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,12,1772791188.8807433,0.6396415955367588,pulse,1,0.5600102564564432,0.07963109217629066,2.469040248605366e-07,0.0,0.0,0.4399897435435568,0.7963109217629066,0.7963109217629066,0.6396415955367588,12,50547602.94136242,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,13,1772791188.885496,0.6395492239722352,pulse,1,0.5599181048935125,0.07963087099441746,2.4808430528919233e-07,0.0,0.0,0.44008189510648754,0.7963087099441746,0.7963087099441746,0.6395492239722352,13,50535180.651626006,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,14,1772791188.891773,0.6394919011973195,pulse,1,0.5598609440323015,0.07963070834985204,2.488151658787551e-07,0.0,0.0,0.4401390559676986,0.7963070834985204,0.7963070834985204,0.6394919011973195,14,50527503.2543508,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,15,1772791188.8980858,0.6394568741588058,pulse,1,0.5598259920916142,0.07963063279979157,2.4926740005464247e-07,0.0,0.0,0.4401740079083858,0.7963063279979157,0.7963063279979157,0.6394568741588058,15,50522758.361889586,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,16,1772791188.9046812,0.6394350547866853,pulse,1,0.55980423123253,0.07963057400705384,2.495471014493175e-07,0.0,0.0,0.44019576876746996,0.7963057400705383,0.7963057400705383,0.6394350547866853,16,50519825.857075594,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
phase1_selective_flip_n0_T0150ns_sigma0p15_start00,17,1772791188.910458,0.6394215644628437,pulse,1,0.5597907757882264,0.07963053895457235,2.497200448367345e-07,0.0,0.0,0.44020922421177355,0.7963053895457235,0.7963053895457235,0.6394215644628437,17,50518013.469428375,35688492.54478005,1.5000000000000002e-07,76,2e-09,0.0
